bag_name,node,scenario,d_estimated_m,d_depth_m,error_m,good_20cm
bag_P1_S1.2_01,yolo,S1.2,4.02,6.890665495436276,2.8706654954362767,False
bag_P1_S1.2_01,yolo,S1.2,4.02,6.890927458517035,2.870927458517035,False
bag_P1_S1.2_01,yolo,S1.2,4.02,7.0453289279837295,3.02532892798373,False
bag_P1_S1.2_01,yolo,S1.2,4.02,7.0453289279837295,3.02532892798373,False
bag_P1_S1.2_01,yolo,S1.2,4.02,7.208406471297266,3.1884064712972666,False
bag_P1_S1.2_01,yolo,S1.2,4.02,7.208406471297266,3.1884064712972666,False
bag_P1_S1.2_01,yolo,S1.2,3.99,5.859857402738914,1.8698574027389139,False
bag_P1_S1.2_01,yolo,S1.2,3.97,5.858982535276377,1.888982535276377,False
bag_P1_S1.2_01,yolo,S1.2,3.74,6.80570271838259,3.06570271838259,False
bag_P1_S1.2_01,yolo,S1.2,3.74,6.80570271838259,3.06570271838259,False
bag_P1_S1.2_01,yolo,S1.2,3.57,5.30096697143621,1.7309669714362106,False
bag_P1_S1.2_01,yolo,S1.2,3.4,5.163747998526019,1.7637479985260192,False
bag_P1_S1.2_01,yolo,S1.2,3.32,5.03653934529853,1.7165393452985298,False
bag_P1_S1.2_01,yolo,S1.2,3.16,5.473114967125296,2.313114967125296,False
bag_P1_S1.2_01,yolo,S1.2,3.16,5.473114967125296,2.313114967125296,False
bag_P1_S1.2_01,yolo,S1.2,3.13,4.245281761095992,1.115281761095992,False
bag_P1_S1.2_01,yolo,S1.2,3.09,4.248295559186525,1.1582955591865254,False
bag_P1_S1.2_01,yolo,S1.2,3.09,4.135649873630426,1.0456498736304258,False
bag_P1_S1.2_01,yolo,S1.2,3.07,4.135495836240512,1.0654958362405123,False
bag_P1_S1.2_01,yolo,S1.2,3.04,4.557395781835403,1.5173957818354031,False
bag_P1_S1.2_01,yolo,S1.2,3.02,4.556330097376714,1.5363300973767138,False
bag_P1_S1.2_01,yolo,S1.2,2.95,4.951733308464392,2.0017333084643916,False
bag_P1_S1.2_01,yolo,S1.2,2.92,4.989295410439824,2.069295410439824,False
bag_P1_S1.2_01,yolo,S1.2,2.82,4.269204856248507,1.4492048562485071,False
bag_P1_S1.2_01,yolo,S1.2,2.82,4.269204856248507,1.4492048562485071,False
bag_P1_S1.2_01,yolo,S1.2,2.77,4.221531487000284,1.4515314870002842,False
bag_P1_S1.2_01,yolo,S1.2,2.74,4.414533417861615,1.674533417861615,False
bag_P1_S1.2_01,yolo,S1.2,2.62,4.247175241096924,1.627175241096924,False
bag_P1_S1.2_01,yolo,S1.2,2.6,1.6206347042278497,0.9793652957721504,False
bag_P1_S1.2_01,yolo,S1.2,2.57,1.6204345395736943,0.9495654604263055,False
bag_P1_S1.2_01,yolo,S1.2,2.53,1.4952150951586258,1.034784904841374,False
bag_P1_S1.2_01,yolo,S1.2,2.49,1.4947194489401159,0.9952805510598843,False
bag_P1_S1.2_01,yolo,S1.2,2.39,1.4164714741680902,0.97352852583191,False
bag_P1_S1.2_01,yolo,S1.2,2.37,1.4160899173984867,0.9539100826015134,False
bag_P1_S1.2_01,yolo,S1.2,2.33,1.3415863725744557,0.9884136274255444,False
bag_P1_S1.2_01,yolo,S1.2,2.3,1.3453115702470915,0.9546884297529084,False
bag_P1_S1.2_01,yolo,S1.2,2.29,1.3374241924629182,0.9525758075370818,False
bag_P1_S1.2_01,yolo,S1.2,2.28,1.3372168827711417,0.9427831172288581,False
bag_P1_S1.2_01,yolo,S1.2,2.27,1.3371556291860422,0.9328443708139578,False
bag_P1_S1.2_01,yolo,S1.2,2.26,1.2716497930698518,0.988350206930148,False
bag_P1_S1.2_01,yolo,S1.2,2.24,1.2685161742175106,0.9714838257824896,False
bag_P1_S1.2_01,yolo,S1.2,2.19,1.2158544072795525,0.9741455927204474,False
bag_P1_S1.2_01,yolo,S1.2,2.15,1.1925155507233678,0.9574844492766321,False
bag_P1_S1.2_01,yolo,S1.2,1.19,1.0447553406387884,0.14524465936121156,True
bag_P1_S1.2_01,yolo,S1.2,1.19,1.0447553406387884,0.14524465936121156,True
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8807074678820144,0.3092925321179856,False
bag_P1_S1.2_01,yolo,S1.2,1.15,0.8830374524242371,0.26696254757576277,False
bag_P1_S1.2_01,yolo,S1.2,1.12,0.845076368349493,0.27492363165050715,False
bag_P1_S1.2_01,yolo,S1.2,1.11,0.8463778031710999,0.2636221968289002,False
bag_P1_S1.2_01,yolo,S1.2,1.09,0.8132243305444323,0.27677566945556775,False
bag_P1_S1.2_01,yolo,S1.2,1.3,0.8348768331914085,0.46512316680859156,False
bag_P1_S1.2_01,yolo,S1.2,1.3,0.8348768331914085,0.46512316680859156,False
bag_P1_S1.2_01,yolo,S1.2,1.3,0.831268871535434,0.468731128464566,False
bag_P1_S1.2_01,yolo,S1.2,1.29,0.8280869598213014,0.4619130401786986,False
bag_P1_S1.2_01,yolo,S1.2,1.27,0.8290726995081357,0.44092730049186435,False
bag_P1_S1.2_01,yolo,S1.2,1.26,0.8252533405352279,0.4347466594647721,False
bag_P1_S1.2_01,yolo,S1.2,1.24,0.8180128670589598,0.4219871329410402,False
bag_P1_S1.2_01,yolo,S1.2,1.27,0.8415198310291742,0.42848016897082586,False
bag_P1_S1.2_01,yolo,S1.2,1.25,0.8412008718987389,0.40879912810126107,False
bag_P1_S1.2_01,yolo,S1.2,1.23,0.8317950574218227,0.3982049425781773,False
bag_P1_S1.2_01,yolo,S1.2,1.2,0.8366501422235304,0.36334985777646955,False
bag_P1_S1.2_01,yolo,S1.2,1.2,0.8362373676798409,0.36376263232015904,False
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8262907339115555,0.36370926608844445,False
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8262907339115555,0.36370926608844445,False
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8303165188986686,0.3596834811013313,False
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8303165188986686,0.3596834811013313,False
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8293100876490778,0.3606899123509222,False
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8293100876490778,0.3606899123509222,False
bag_P1_S1.2_01,yolo,S1.2,1.19,0.8293100876490778,0.3606899123509222,False
